Timestamp,Value,Quality Code
2021-01-04 13:00:00+00:00,1015.93,130
2021-01-04 13:15:00+00:00,1015.92,130
2021-01-04 13:30:00+00:00,1015.88,130
2021-01-04 13:45:00+00:00,1015.91,130
2021-01-04 14:00:00+00:00,1015.94,130
2021-01-04 14:15:00+00:00,1015.95,130
2021-01-04 14:30:00+00:00,1015.98,130
2021-01-04 14:45:00+00:00,1016.04,130
2021-01-04 15:00:00+00:00,1016.1,130
2021-01-04 15:15:00+00:00,1016.08,130
2021-01-04 15:30:00+00:00,1016.12,130
2021-01-04 15:45:00+00:00,1016.16,130
2021-01-04 16:00:00+00:00,1016.23,130
2021-01-04 16:15:00+00:00,1016.22,130
2021-01-04 16:30:00+00:00,1016.25,130
2021-01-04 16:45:00+00:00,1016.31,130
2021-01-04 17:00:00+00:00,1016.33,130
2021-01-04 17:15:00+00:00,1016.3,130
2021-01-04 17:30:00+00:00,1016.37,130
2021-01-04 17:45:00+00:00,1016.47,130
2021-01-04 18:00:00+00:00,1016.54,130
2021-01-04 18:15:00+00:00,1016.59,130
2021-01-04 18:30:00+00:00,1016.66,130
2021-01-04 18:45:00+00:00,1016.71,130
2021-01-04 19:00:00+00:00,1016.72,130
2021-01-04 19:15:00+00:00,1016.73,130
2021-01-04 19:30:00+00:00,1016.62,130
2021-01-04 19:45:00+00:00,1016.6,130
2021-01-04 20:00:00+00:00,1016.61,130
2021-01-04 20:15:00+00:00,1016.69,130
2021-01-04 20:30:00+00:00,1016.72,130
2021-01-04 20:45:00+00:00,1016.67,130
2021-01-04 21:00:00+00:00,1016.6,130
2021-01-04 21:15:00+00:00,1016.53,130
2021-01-04 21:30:00+00:00,1016.49,130
2021-01-04 21:45:00+00:00,1016.53,130
2021-01-04 22:00:00+00:00,1016.46,130
2021-01-04 22:15:00+00:00,1016.33,130
2021-01-04 22:30:00+00:00,1016.27,130
2021-01-04 22:45:00+00:00,1016.27,130
2021-01-04 23:00:00+00:00,1016.18,130
2021-01-04 23:15:00+00:00,1016.11,130
2021-01-04 23:30:00+00:00,1016.02,130
2021-01-04 23:45:00+00:00,1015.99,130
2021-01-05 00:00:00+00:00,1016.01,130
2021-01-05 00:15:00+00:00,1016.02,130
2021-01-05 00:30:00+00:00,1016.04,130
2021-01-05 00:45:00+00:00,1016.0,130
2021-01-05 01:00:00+00:00,1016.0,130
2021-01-05 01:15:00+00:00,1016.11,130
2021-01-05 01:30:00+00:00,1016.23,130
2021-01-05 01:45:00+00:00,1016.29,130
2021-01-05 02:00:00+00:00,1016.34,130
2021-01-05 02:15:00+00:00,1016.38,130
2021-01-05 02:30:00+00:00,1016.38,130
2021-01-05 02:45:00+00:00,1016.24,130
2021-01-05 03:00:00+00:00,1016.08,130
2021-01-05 03:15:00+00:00,1016.04,130
2021-01-05 03:30:00+00:00,1016.07,130
2021-01-05 03:45:00+00:00,1016.09,130
2021-01-05 04:00:00+00:00,1015.99,130
2021-01-05 04:15:00+00:00,1015.94,130
2021-01-05 04:30:00+00:00,1015.92,130
2021-01-05 04:45:00+00:00,1015.98,130
2021-01-05 05:00:00+00:00,1016.03,130
2021-01-05 05:15:00+00:00,1016.04,130
2021-01-05 05:30:00+00:00,1016.11,130
2021-01-05 05:45:00+00:00,1016.09,130
2021-01-05 06:00:00+00:00,1016.25,130
2021-01-05 06:15:00+00:00,1016.45,130
2021-01-05 06:30:00+00:00,1016.49,130
2021-01-05 06:45:00+00:00,1016.54,130
2021-01-05 07:00:00+00:00,1016.6,130
2021-01-05 07:15:00+00:00,1016.75,130
2021-01-05 07:30:00+00:00,1016.77,130
2021-01-05 07:45:00+00:00,1016.84,130
2021-01-05 08:00:00+00:00,1016.86,130
2021-01-05 08:15:00+00:00,1016.88,130
2021-01-05 08:30:00+00:00,1016.97,130
2021-01-05 08:45:00+00:00,1017.06,130
2021-01-05 09:00:00+00:00,1017.08,130
2021-01-05 09:15:00+00:00,1017.03,130
2021-01-05 09:30:00+00:00,1017.06,130
2021-01-05 09:45:00+00:00,1017.17,130
2021-01-05 10:00:00+00:00,1017.25,130
2021-01-05 10:15:00+00:00,1017.28,130
2021-01-05 10:30:00+00:00,1017.26,130
2021-01-05 10:45:00+00:00,1017.26,130
2021-01-05 11:00:00+00:00,1017.16,130
2021-01-05 11:15:00+00:00,1017.08,130
2021-01-05 11:30:00+00:00,1016.99,130
2021-01-05 11:45:00+00:00,1016.86,130
2021-01-05 12:00:00+00:00,1016.78,130
2021-01-05 12:15:00+00:00,1016.72,130
2021-01-05 12:30:00+00:00,1016.61,130
2021-01-05 12:45:00+00:00,1016.54,130
2021-01-05 13:00:00+00:00,1016.44,130
2021-01-05 13:15:00+00:00,1016.4,130
